"rt","stimulus","key_press","trial_type","trial_index","time_elapsed","internal_node_id","test_part","pair","pair_validity","trial_validity","pairTrialsPerBlock","good_stim","reward_type","correct_response","accuracy"
"null","<img style='width:200px; height:200px; margin-left: 95px; margin-right: 95px;' src='stim/fixation.png'>","null","html-keyboard-response","241","190426","0.0-11.0-0.65","fixation","","","","","","","",""
"459.8999999999942","<img src='stim/a/Field11.bmp'><img style='width:200px; height:200px; margin-bottom: 0px;' src='stim/fixation.png'><img src='stim/a/Field14.bmp'>","49","html-keyboard-response","242","190889","0.0-11.0-1.65","training","cd","0.8","valid","20","c","win:stay","50","0"
"null","<img style='border: 5px solid #808080;' src='stim/a/Field11.bmp'><img style='width:100px; height:100px; padding-right: 75px; padding-left: 75px; margin-bottom: 50px;' src='stim/not_winner.png'><img style='border: 5px solid #ffffff;  padding-left:15px;' src='stim/a/Field14.bmp'>","null","html-keyboard-response","243","191895","0.0-11.0-2.65","feedback","","","","","","","",""
"null","<img style='width:200px; height:200px; margin-left: 95px; margin-right: 95px;' src='stim/fixation.png'>","null","html-keyboard-response","244","192911","0.0-11.0-0.66","fixation","","","","","","","",""
"335","<img src='stim/a/Field5.bmp'><img style='width:200px; height:200px; margin-bottom: 0px;' src='stim/fixation.png'><img src='stim/a/Field3.bmp'>","49","html-keyboard-response","245","193250","0.0-11.0-1.66","training","ab","0.9","valid","20","a","win:stay","50","0"
"null","<img style='border: 5px solid #808080;' src='stim/a/Field5.bmp'><img style='width:100px; height:100px; padding-right: 75px; padding-left: 75px; margin-bottom: 50px;' src='stim/not_winner.png'><img style='border: 5px solid #ffffff;  padding-left:15px;' src='stim/a/Field3.bmp'>","null","html-keyboard-response","246","194267","0.0-11.0-2.66","feedback","","","","","","","",""
"null","<img style='width:200px; height:200px; margin-left: 95px; margin-right: 95px;' src='stim/fixation.png'>","null","html-keyboard-response","247","195285","0.0-11.0-0.67","fixation","","","","","","","",""
"314","<img src='stim/a/Field3.bmp'><img style='width:200px; height:200px; margin-bottom: 0px;' src='stim/fixation.png'><img src='stim/a/Field5.bmp'>","49","html-keyboard-response","248","195601","0.0-11.0-1.67","training","ab","0.9","valid","20","a","win:stay","49","1"
"null","<img style='border: 5px solid #808080;' src='stim/a/Field3.bmp'><img style='width:100px; height:100px; padding-right: 75px; padding-left: 75px; margin-bottom: 50px;' src='stim/win.bmp'><img style='border: 5px solid #ffffff;  padding-left:15px;' src='stim/a/Field5.bmp'>","null","html-keyboard-response","249","196618","0.0-11.0-2.67","feedback","","","","","","","",""
"null","<img style='width:200px; height:200px; margin-left: 95px; margin-right: 95px;' src='stim/fixation.png'>","null","html-keyboard-response","250","197633","0.0-11.0-0.68","fixation","","","","","","","",""
"285.29999999998836","<img src='stim/a/Field14.bmp'><img style='width:200px; height:200px; margin-bottom: 0px;' src='stim/fixation.png'><img src='stim/a/Field11.bmp'>","49","html-keyboard-response","251","197921","0.0-11.0-1.68","training","cd","0.8","invalid","20","c","win:stay","49","1"
"null","<img style='border: 5px solid #808080;' src='stim/a/Field14.bmp'><img style='width:100px; height:100px; padding-right: 75px; padding-left: 75px; margin-bottom: 50px;' src='stim/not_winner.png'><img style='border: 5px solid #ffffff;  padding-left:15px;' src='stim/a/Field11.bmp'>","null","html-keyboard-response","252","198939","0.0-11.0-2.68","feedback","","","","","","","",""
"null","<img style='width:200px; height:200px; margin-left: 95px; margin-right: 95px;' src='stim/fixation.png'>","null","html-keyboard-response","253","199953","0.0-11.0-0.69","fixation","","","","","","","",""
"301","<img src='stim/a/Field14.bmp'><img style='width:200px; height:200px; margin-bottom: 0px;' src='stim/fixation.png'><img src='stim/a/Field11.bmp'>","49","html-keyboard-response","254","200258","0.0-11.0-1.69","training","cd","0.8","valid","20","c","win:stay","49","1"
"null","<img style='border: 5px solid #808080;' src='stim/a/Field14.bmp'><img style='width:100px; height:100px; padding-right: 75px; padding-left: 75px; margin-bottom: 50px;' src='stim/win.bmp'><img style='border: 5px solid #ffffff;  padding-left:15px;' src='stim/a/Field11.bmp'>","null","html-keyboard-response","255","201276","0.0-11.0-2.69","feedback","","","","","","","",""
"null","<img style='width:200px; height:200px; margin-left: 95px; margin-right: 95px;' src='stim/fixation.png'>","null","html-keyboard-response","256","202279","0.0-11.0-0.70","fixation","","","","","","","",""
"367.5","<img src='stim/a/Field11.bmp'><img style='width:200px; height:200px; margin-bottom: 0px;' src='stim/fixation.png'><img src='stim/a/Field14.bmp'>","49","html-keyboard-response","257","202649","0.0-11.0-1.70","training","cd","0.8","valid","20","c","win:stay","50","0"
"null","<img style='border: 5px solid #808080;' src='stim/a/Field11.bmp'><img style='width:100px; height:100px; padding-right: 75px; padding-left: 75px; margin-bottom: 50px;' src='stim/not_winner.png'><img style='border: 5px solid #ffffff;  padding-left:15px;' src='stim/a/Field14.bmp'>","null","html-keyboard-response","258","203666","0.0-11.0-2.70","feedback","","","","","","","",""
"null","<img style='width:200px; height:200px; margin-left: 95px; margin-right: 95px;' src='stim/fixation.png'>","null","html-keyboard-response","259","204682","0.0-11.0-0.71","fixation","","","","","","","",""
"300.5","<img src='stim/a/Field16.bmp'><img style='width:200px; height:200px; margin-bottom: 0px;' src='stim/fixation.png'><img src='stim/a/Field15.bmp'>","49","html-keyboard-response","260","204985","0.0-11.0-1.71","training","gh","0.8","invalid","20","g","avoid:lose","50","0"
"null","<img style='border: 5px solid #808080;' src='stim/a/Field16.bmp'><img style='width:100px; height:100px; padding-right: 75px; padding-left: 75px; margin-bottom: 50px;' src='stim/keep_money.png'><img style='border: 5px solid #ffffff;  padding-left:15px;' src='stim/a/Field15.bmp'>","null","html-keyboard-response","261","206002","0.0-11.0-2.71","feedback","","","","","","","",""
"null","<img style='width:200px; height:200px; margin-left: 95px; margin-right: 95px;' src='stim/fixation.png'>","null","html-keyboard-response","262","207019","0.0-11.0-0.72","fixation","","","","","","","",""
"258.79999999998836","<img src='stim/a/Field11.bmp'><img style='width:200px; height:200px; margin-bottom: 0px;' src='stim/fixation.png'><img src='stim/a/Field14.bmp'>","49","html-keyboard-response","263","207281","0.0-11.0-1.72","training","cd","0.8","valid","20","c","win:stay","50","0"
"null","<img style='border: 5px solid #808080;' src='stim/a/Field11.bmp'><img style='width:100px; height:100px; padding-right: 75px; padding-left: 75px; margin-bottom: 50px;' src='stim/not_winner.png'><img style='border: 5px solid #ffffff;  padding-left:15px;' src='stim/a/Field14.bmp'>","null","html-keyboard-response","264","208298","0.0-11.0-2.72","feedback","","","","","","","",""
"null","<img style='width:200px; height:200px; margin-left: 95px; margin-right: 95px;' src='stim/fixation.png'>","null","html-keyboard-response","265","209312","0.0-11.0-0.73","fixation","","","","","","","",""
"342.20000000001164","<img src='stim/a/Field3.bmp'><img style='width:200px; height:200px; margin-bottom: 0px;' src='stim/fixation.png'><img src='stim/a/Field5.bmp'>","49","html-keyboard-response","266","209658","0.0-11.0-1.73","training","ab","0.9","valid","20","a","win:stay","49","1"
"null","<img style='border: 5px solid #808080;' src='stim/a/Field3.bmp'><img style='width:100px; height:100px; padding-right: 75px; padding-left: 75px; margin-bottom: 50px;' src='stim/win.bmp'><img style='border: 5px solid #ffffff;  padding-left:15px;' src='stim/a/Field5.bmp'>","null","html-keyboard-response","267","210676","0.0-11.0-2.73","feedback","","","","","","","",""
"null","<img style='width:200px; height:200px; margin-left: 95px; margin-right: 95px;' src='stim/fixation.png'>","null","html-keyboard-response","268","211679","0.0-11.0-0.74","fixation","","","","","","","",""
"327.29999999998836","<img src='stim/a/Field12.bmp'><img style='width:200px; height:200px; margin-bottom: 0px;' src='stim/fixation.png'><img src='stim/a/Field9.bmp'>","49","html-keyboard-response","269","212009","0.0-11.0-1.74","training","ef","0.9","invalid","20","e","avoid:lose","50","0"
"null","<img style='border: 5px solid #808080;' src='stim/a/Field12.bmp'><img style='width:100px; height:100px; padding-right: 75px; padding-left: 75px; margin-bottom: 50px;' src='stim/keep_money.png'><img style='border: 5px solid #ffffff;  padding-left:15px;' src='stim/a/Field9.bmp'>","null","html-keyboard-response","270","213028","0.0-11.0-2.74","feedback","","","","","","","",""
"null","<img style='width:200px; height:200px; margin-left: 95px; margin-right: 95px;' src='stim/fixation.png'>","null","html-keyboard-response","271","214044","0.0-11.0-0.75","fixation","","","","","","","",""
"314.8999999999942","<img src='stim/a/Field15.bmp'><img style='width:200px; height:200px; margin-bottom: 0px;' src='stim/fixation.png'><img src='stim/a/Field16.bmp'>","49","html-keyboard-response","272","214361","0.0-11.0-1.75","training","gh","0.8","valid","20","g","avoid:lose","49","1"
"null","<img style='border: 5px solid #808080;' src='stim/a/Field15.bmp'><img style='width:100px; height:100px; padding-right: 75px; padding-left: 75px; margin-bottom: 50px;' src='stim/keep_money.png'><img style='border: 5px solid #ffffff;  padding-left:15px;' src='stim/a/Field16.bmp'>","null","html-keyboard-response","273","215379","0.0-11.0-2.75","feedback","","","","","","","",""
"null","<img style='width:200px; height:200px; margin-left: 95px; margin-right: 95px;' src='stim/fixation.png'>","null","html-keyboard-response","274","216382","0.0-11.0-0.76","fixation","","","","","","","",""
"320.30000000001746","<img src='stim/a/Field16.bmp'><img style='width:200px; height:200px; margin-bottom: 0px;' src='stim/fixation.png'><img src='stim/a/Field15.bmp'>","49","html-keyboard-response","275","216706","0.0-11.0-1.76","training","gh","0.8","valid","20","g","avoid:lose","50","0"
"null","<img style='border: 5px solid #808080;' src='stim/a/Field16.bmp'><img style='width:100px; height:100px; padding-right: 75px; padding-left: 75px; margin-bottom: 50px;' src='stim/lose.bmp'><img style='border: 5px solid #ffffff;  padding-left:15px;' src='stim/a/Field15.bmp'>","null","html-keyboard-response","276","217724","0.0-11.0-2.76","feedback","","","","","","","",""
"null","<img style='width:200px; height:200px; margin-left: 95px; margin-right: 95px;' src='stim/fixation.png'>","null","html-keyboard-response","277","218726","0.0-11.0-0.77","fixation","","","","","","","",""
"296.0999999999767","<img src='stim/a/Field15.bmp'><img style='width:200px; height:200px; margin-bottom: 0px;' src='stim/fixation.png'><img src='stim/a/Field16.bmp'>","49","html-keyboard-response","278","219026","0.0-11.0-1.77","training","gh","0.8","valid","20","g","avoid:lose","49","1"
"null","<img style='border: 5px solid #808080;' src='stim/a/Field15.bmp'><img style='width:100px; height:100px; padding-right: 75px; padding-left: 75px; margin-bottom: 50px;' src='stim/keep_money.png'><img style='border: 5px solid #ffffff;  padding-left:15px;' src='stim/a/Field16.bmp'>","null","html-keyboard-response","279","220042","0.0-11.0-2.77","feedback","","","","","","","",""
"null","<img style='width:200px; height:200px; margin-left: 95px; margin-right: 95px;' src='stim/fixation.png'>","null","html-keyboard-response","280","221046","0.0-11.0-0.78","fixation","","","","","","","",""
"288.3999999999942","<img src='stim/a/Field9.bmp'><img style='width:200px; height:200px; margin-bottom: 0px;' src='stim/fixation.png'><img src='stim/a/Field12.bmp'>","49","html-keyboard-response","281","221338","0.0-11.0-1.78","training","ef","0.9","valid","20","e","avoid:lose","49","1"
"null","<img style='border: 5px solid #808080;' src='stim/a/Field9.bmp'><img style='width:100px; height:100px; padding-right: 75px; padding-left: 75px; margin-bottom: 50px;' src='stim/keep_money.png'><img style='border: 5px solid #ffffff;  padding-left:15px;' src='stim/a/Field12.bmp'>","null","html-keyboard-response","282","222355","0.0-11.0-2.78","feedback","","","","","","","",""
"null","<img style='width:200px; height:200px; margin-left: 95px; margin-right: 95px;' src='stim/fixation.png'>","null","html-keyboard-response","283","223370","0.0-11.0-0.79","fixation","","","","","","","",""
"292","<img src='stim/a/Field16.bmp'><img style='width:200px; height:200px; margin-bottom: 0px;' src='stim/fixation.png'><img src='stim/a/Field15.bmp'>","49","html-keyboard-response","284","223665","0.0-11.0-1.79","training","gh","0.8","valid","20","g","avoid:lose","50","0"
"null","<img style='border: 5px solid #808080;' src='stim/a/Field16.bmp'><img style='width:100px; height:100px; padding-right: 75px; padding-left: 75px; margin-bottom: 50px;' src='stim/lose.bmp'><img style='border: 5px solid #ffffff;  padding-left:15px;' src='stim/a/Field15.bmp'>","null","html-keyboard-response","285","224684","0.0-11.0-2.79","feedback","","","","","","","",""
"1158.6999999999825","<p>Starting a new block of trials.</p> <p>Press either button when you are ready to begin.</p>","49","html-keyboard-response","286","226362","0.0-12.0","","","","","","","","",""
"null","<img style='width:200px; height:200px; margin-left: 95px; margin-right: 95px;' src='stim/fixation.png'>","null","html-keyboard-response","287","226874","0.0-13.0-0.0","fixation","","","","","","","",""
"299.5","<img src='stim/a/Field11.bmp'><img style='width:200px; height:200px; margin-bottom: 0px;' src='stim/fixation.png'><img src='stim/a/Field14.bmp'>","49","html-keyboard-response","288","227177","0.0-13.0-1.0","training","cd","0.8","invalid","20","c","win:stay","50","0"
"null","<img style='border: 5px solid #808080;' src='stim/a/Field11.bmp'><img style='width:100px; height:100px; padding-right: 75px; padding-left: 75px; margin-bottom: 50px;' src='stim/win.bmp'><img style='border: 5px solid #ffffff;  padding-left:15px;' src='stim/a/Field14.bmp'>","null","html-keyboard-response","289","228195","0.0-13.0-2.0","feedback","","","","","","","",""
"null","<img style='width:200px; height:200px; margin-left: 95px; margin-right: 95px;' src='stim/fixation.png'>","null","html-keyboard-response","290","229211","0.0-13.0-0.1","fixation","","","","","","","",""
"452.6000000000058","<img src='stim/a/Field9.bmp'><img style='width:200px; height:200px; margin-bottom: 0px;' src='stim/fixation.png'><img src='stim/a/Field12.bmp'>","49","html-keyboard-response","291","229666","0.0-13.0-1.1","training","ef","0.9","valid","20","e","avoid:lose","49","1"
"null","<img style='border: 5px solid #808080;' src='stim/a/Field9.bmp'><img style='width:100px; height:100px; padding-right: 75px; padding-left: 75px; margin-bottom: 50px;' src='stim/keep_money.png'><img style='border: 5px solid #ffffff;  padding-left:15px;' src='stim/a/Field12.bmp'>","null","html-keyboard-response","292","230686","0.0-13.0-2.1","feedback","","","","","","","",""
"null","<img style='width:200px; height:200px; margin-left: 95px; margin-right: 95px;' src='stim/fixation.png'>","null","html-keyboard-response","293","231701","0.0-13.0-0.2","fixation","","","","","","","",""
"353.29999999998836","<img src='stim/a/Field12.bmp'><img style='width:200px; height:200px; margin-bottom: 0px;' src='stim/fixation.png'><img src='stim/a/Field9.bmp'>","49","html-keyboard-response","294","232057","0.0-13.0-1.2","training","ef","0.9","valid","20","e","avoid:lose","50","0"
"null","<img style='border: 5px solid #808080;' src='stim/a/Field12.bmp'><img style='width:100px; height:100px; padding-right: 75px; padding-left: 75px; margin-bottom: 50px;' src='stim/lose.bmp'><img style='border: 5px solid #ffffff;  padding-left:15px;' src='stim/a/Field9.bmp'>","null","html-keyboard-response","295","233075","0.0-13.0-2.2","feedback","","","","","","","",""
"null","<img style='width:200px; height:200px; margin-left: 95px; margin-right: 95px;' src='stim/fixation.png'>","null","html-keyboard-response","296","234091","0.0-13.0-0.3","fixation","","","","","","","",""
"307.6000000000058","<img src='stim/a/Field3.bmp'><img style='width:200px; height:200px; margin-bottom: 0px;' src='stim/fixation.png'><img src='stim/a/Field5.bmp'>","49","html-keyboard-response","297","234402","0.0-13.0-1.3","training","ab","0.9","valid","20","a","win:stay","49","1"
"null","<img style='border: 5px solid #808080;' src='stim/a/Field3.bmp'><img style='width:100px; height:100px; padding-right: 75px; padding-left: 75px; margin-bottom: 50px;' src='stim/win.bmp'><img style='border: 5px solid #ffffff;  padding-left:15px;' src='stim/a/Field5.bmp'>","null","html-keyboard-response","298","235419","0.0-13.0-2.3","feedback","","","","","","","",""
"null","<img style='width:200px; height:200px; margin-left: 95px; margin-right: 95px;' src='stim/fixation.png'>","null","html-keyboard-response","299","236434","0.0-13.0-0.4","fixation","","","","","","","",""
"308.3999999999942","<img src='stim/a/Field15.bmp'><img style='width:200px; height:200px; margin-bottom: 0px;' src='stim/fixation.png'><img src='stim/a/Field16.bmp'>","49","html-keyboard-response","300","236746","0.0-13.0-1.4","training","gh","0.8","valid","20","g","avoid:lose","49","1"
"null","<img style='border: 5px solid #808080;' src='stim/a/Field15.bmp'><img style='width:100px; height:100px; padding-right: 75px; padding-left: 75px; margin-bottom: 50px;' src='stim/keep_money.png'><img style='border: 5px solid #ffffff;  padding-left:15px;' src='stim/a/Field16.bmp'>","null","html-keyboard-response","301","237762","0.0-13.0-2.4","feedback","","","","","","","",""
"null","<img style='width:200px; height:200px; margin-left: 95px; margin-right: 95px;' src='stim/fixation.png'>","null","html-keyboard-response","302","238777","0.0-13.0-0.5","fixation","","","","","","","",""
"309.30000000001746","<img src='stim/a/Field3.bmp'><img style='width:200px; height:200px; margin-bottom: 0px;' src='stim/fixation.png'><img src='stim/a/Field5.bmp'>","49","html-keyboard-response","303","239090","0.0-13.0-1.5","training","ab","0.9","valid","20","a","win:stay","49","1"
"null","<img style='border: 5px solid #808080;' src='stim/a/Field3.bmp'><img style='width:100px; height:100px; padding-right: 75px; padding-left: 75px; margin-bottom: 50px;' src='stim/win.bmp'><img style='border: 5px solid #ffffff;  padding-left:15px;' src='stim/a/Field5.bmp'>","null","html-keyboard-response","304","240106","0.0-13.0-2.5","feedback","","","","","","","",""
"null","<img style='width:200px; height:200px; margin-left: 95px; margin-right: 95px;' src='stim/fixation.png'>","null","html-keyboard-response","305","241123","0.0-13.0-0.6","fixation","","","","","","","",""
"339.20000000001164","<img src='stim/a/Field16.bmp'><img style='width:200px; height:200px; margin-bottom: 0px;' src='stim/fixation.png'><img src='stim/a/Field15.bmp'>","49","html-keyboard-response","306","241466","0.0-13.0-1.6","training","gh","0.8","valid","20","g","avoid:lose","50","0"
"null","<img style='border: 5px solid #808080;' src='stim/a/Field16.bmp'><img style='width:100px; height:100px; padding-right: 75px; padding-left: 75px; margin-bottom: 50px;' src='stim/lose.bmp'><img style='border: 5px solid #ffffff;  padding-left:15px;' src='stim/a/Field15.bmp'>","null","html-keyboard-response","307","242483","0.0-13.0-2.6","feedback","","","","","","","",""
"null","<img style='width:200px; height:200px; margin-left: 95px; margin-right: 95px;' src='stim/fixation.png'>","null","html-keyboard-response","308","243499","0.0-13.0-0.7","fixation","","","","","","","",""
"171.60000000000582","<img src='stim/a/Field16.bmp'><img style='width:200px; height:200px; margin-bottom: 0px;' src='stim/fixation.png'><img src='stim/a/Field15.bmp'>","49","html-keyboard-response","309","243673","0.0-13.0-1.7","training","gh","0.8","valid","20","g","avoid:lose","50","0"
"null","<img style='border: 5px solid #808080;' src='stim/a/Field16.bmp'><img style='width:100px; height:100px; padding-right: 75px; padding-left: 75px; margin-bottom: 50px;' src='stim/lose.bmp'><img style='border: 5px solid #ffffff;  padding-left:15px;' src='stim/a/Field15.bmp'>","null","html-keyboard-response","310","244692","0.0-13.0-2.7","feedback","","","","","","","",""
"null","<img style='width:200px; height:200px; margin-left: 95px; margin-right: 95px;' src='stim/fixation.png'>","null","html-keyboard-response","311","245716","0.0-13.0-0.8","fixation","","","","","","","",""
"410.3999999999942","<img src='stim/a/Field15.bmp'><img style='width:200px; height:200px; margin-bottom: 0px;' src='stim/fixation.png'><img src='stim/a/Field16.bmp'>","49","html-keyboard-response","312","246130","0.0-13.0-1.8","training","gh","0.8","invalid","20","g","avoid:lose","49","1"
"null","<img style='border: 5px solid #808080;' src='stim/a/Field15.bmp'><img style='width:100px; height:100px; padding-right: 75px; padding-left: 75px; margin-bottom: 50px;' src='stim/lose.bmp'><img style='border: 5px solid #ffffff;  padding-left:15px;' src='stim/a/Field16.bmp'>","null","html-keyboard-response","313","247149","0.0-13.0-2.8","feedback","","","","","","","",""
"null","<img style='width:200px; height:200px; margin-left: 95px; margin-right: 95px;' src='stim/fixation.png'>","null","html-keyboard-response","314","248165","0.0-13.0-0.9","fixation","","","","","","","",""
"306.69999999998253","<img src='stim/a/Field14.bmp'><img style='width:200px; height:200px; margin-bottom: 0px;' src='stim/fixation.png'><img src='stim/a/Field11.bmp'>","49","html-keyboard-response","315","248474","0.0-13.0-1.9","training","cd","0.8","valid","20","c","win:stay","49","1"
"null","<img style='border: 5px solid #808080;' src='stim/a/Field14.bmp'><img style='width:100px; height:100px; padding-right: 75px; padding-left: 75px; margin-bottom: 50px;' src='stim/win.bmp'><img style='border: 5px solid #ffffff;  padding-left:15px;' src='stim/a/Field11.bmp'>","null","html-keyboard-response","316","249490","0.0-13.0-2.9","feedback","","","","","","","",""
"null","<img style='width:200px; height:200px; margin-left: 95px; margin-right: 95px;' src='stim/fixation.png'>","null","html-keyboard-response","317","250506","0.0-13.0-0.10","fixation","","","","","","","",""
"284.20000000001164","<img src='stim/a/Field16.bmp'><img style='width:200px; height:200px; margin-bottom: 0px;' src='stim/fixation.png'><img src='stim/a/Field15.bmp'>","49","html-keyboard-response","318","250793","0.0-13.0-1.10","training","gh","0.8","valid","20","g","avoid:lose","50","0"
"null","<img style='border: 5px solid #808080;' src='stim/a/Field16.bmp'><img style='width:100px; height:100px; padding-right: 75px; padding-left: 75px; margin-bottom: 50px;' src='stim/lose.bmp'><img style='border: 5px solid #ffffff;  padding-left:15px;' src='stim/a/Field15.bmp'>","null","html-keyboard-response","319","251812","0.0-13.0-2.10","feedback","","","","","","","",""
"null","<img style='width:200px; height:200px; margin-left: 95px; margin-right: 95px;' src='stim/fixation.png'>","null","html-keyboard-response","320","252827","0.0-13.0-0.11","fixation","","","","","","","",""
"315.80000000001746","<img src='stim/a/Field11.bmp'><img style='width:200px; height:200px; margin-bottom: 0px;' src='stim/fixation.png'><img src='stim/a/Field14.bmp'>","49","html-keyboard-response","321","253146","0.0-13.0-1.11","training","cd","0.8","valid","20","c","win:stay","50","0"
"null","<img style='border: 5px solid #808080;' src='stim/a/Field11.bmp'><img style='width:100px; height:100px; padding-right: 75px; padding-left: 75px; margin-bottom: 50px;' src='stim/not_winner.png'><img style='border: 5px solid #ffffff;  padding-left:15px;' src='stim/a/Field14.bmp'>","null","html-keyboard-response","322","254163","0.0-13.0-2.11","feedback","","","","","","","",""
"null","<img style='width:200px; height:200px; margin-left: 95px; margin-right: 95px;' src='stim/fixation.png'>","null","html-keyboard-response","323","255176","0.0-13.0-0.12","fixation","","","","","","","",""
"390.1000000000058","<img src='stim/a/Field9.bmp'><img style='width:200px; height:200px; margin-bottom: 0px;' src='stim/fixation.png'><img src='stim/a/Field12.bmp'>","49","html-keyboard-response","324","255569","0.0-13.0-1.12","training","ef","0.9","invalid","20","e","avoid:lose","49","1"
"null","<img style='border: 5px solid #808080;' src='stim/a/Field9.bmp'><img style='width:100px; height:100px; padding-right: 75px; padding-left: 75px; margin-bottom: 50px;' src='stim/lose.bmp'><img style='border: 5px solid #ffffff;  padding-left:15px;' src='stim/a/Field12.bmp'>","null","html-keyboard-response","325","256587","0.0-13.0-2.12","feedback","","","","","","","",""
"null","<img style='width:200px; height:200px; margin-left: 95px; margin-right: 95px;' src='stim/fixation.png'>","null","html-keyboard-response","326","257602","0.0-13.0-0.13","fixation","","","","","","","",""
"316.20000000001164","<img src='stim/a/Field15.bmp'><img style='width:200px; height:200px; margin-bottom: 0px;' src='stim/fixation.png'><img src='stim/a/Field16.bmp'>","49","html-keyboard-response","327","257921","0.0-13.0-1.13","training","gh","0.8","valid","20","g","avoid:lose","49","1"
"null","<img style='border: 5px solid #808080;' src='stim/a/Field15.bmp'><img style='width:100px; height:100px; padding-right: 75px; padding-left: 75px; margin-bottom: 50px;' src='stim/keep_money.png'><img style='border: 5px solid #ffffff;  padding-left:15px;' src='stim/a/Field16.bmp'>","null","html-keyboard-response","328","258939","0.0-13.0-2.13","feedback","","","","","","","",""
"null","<img style='width:200px; height:200px; margin-left: 95px; margin-right: 95px;' src='stim/fixation.png'>","null","html-keyboard-response","329","259955","0.0-13.0-0.14","fixation","","","","","","","",""
"291.8999999999651","<img src='stim/a/Field14.bmp'><img style='width:200px; height:200px; margin-bottom: 0px;' src='stim/fixation.png'><img src='stim/a/Field11.bmp'>","49","html-keyboard-response","330","260250","0.0-13.0-1.14","training","cd","0.8","valid","20","c","win:stay","49","1"
"null","<img style='border: 5px solid #808080;' src='stim/a/Field14.bmp'><img style='width:100px; height:100px; padding-right: 75px; padding-left: 75px; margin-bottom: 50px;' src='stim/win.bmp'><img style='border: 5px solid #ffffff;  padding-left:15px;' src='stim/a/Field11.bmp'>","null","html-keyboard-response","331","261266","0.0-13.0-2.14","feedback","","","","","","","",""
"null","<img style='width:200px; height:200px; margin-left: 95px; margin-right: 95px;' src='stim/fixation.png'>","null","html-keyboard-response","332","262282","0.0-13.0-0.15","fixation","","","","","","","",""
"276.0999999999767","<img src='stim/a/Field9.bmp'><img style='width:200px; height:200px; margin-bottom: 0px;' src='stim/fixation.png'><img src='stim/a/Field12.bmp'>","49","html-keyboard-response","333","262562","0.0-13.0-1.15","training","ef","0.9","valid","20","e","avoid:lose","49","1"
"null","<img style='border: 5px solid #808080;' src='stim/a/Field9.bmp'><img style='width:100px; height:100px; padding-right: 75px; padding-left: 75px; margin-bottom: 50px;' src='stim/keep_money.png'><img style='border: 5px solid #ffffff;  padding-left:15px;' src='stim/a/Field12.bmp'>","null","html-keyboard-response","334","263578","0.0-13.0-2.15","feedback","","","","","","","",""
"null","<img style='width:200px; height:200px; margin-left: 95px; margin-right: 95px;' src='stim/fixation.png'>","null","html-keyboard-response","335","264593","0.0-13.0-0.16","fixation","","","","","","","",""
"277.6000000000349","<img src='stim/a/Field5.bmp'><img style='width:200px; height:200px; margin-bottom: 0px;' src='stim/fixation.png'><img src='stim/a/Field3.bmp'>","49","html-keyboard-response","336","264874","0.0-13.0-1.16","training","ab","0.9","valid","20","a","win:stay","50","0"
"null","<img style='border: 5px solid #808080;' src='stim/a/Field5.bmp'><img style='width:100px; height:100px; padding-right: 75px; padding-left: 75px; margin-bottom: 50px;' src='stim/not_winner.png'><img style='border: 5px solid #ffffff;  padding-left:15px;' src='stim/a/Field3.bmp'>","null","html-keyboard-response","337","265890","0.0-13.0-2.16","feedback","","","","","","","",""
"null","<img style='width:200px; height:200px; margin-left: 95px; margin-right: 95px;' src='stim/fixation.png'>","null","html-keyboard-response","338","266906","0.0-13.0-0.17","fixation","","","","","","","",""
"164.20000000001164","<img src='stim/a/Field16.bmp'><img style='width:200px; height:200px; margin-bottom: 0px;' src='stim/fixation.png'><img src='stim/a/Field15.bmp'>","49","html-keyboard-response","339","267073","0.0-13.0-1.17","training","gh","0.8","valid","20","g","avoid:lose","50","0"
"null","<img style='border: 5px solid #808080;' src='stim/a/Field16.bmp'><img style='width:100px; height:100px; padding-right: 75px; padding-left: 75px; margin-bottom: 50px;' src='stim/lose.bmp'><img style='border: 5px solid #ffffff;  padding-left:15px;' src='stim/a/Field15.bmp'>","null","html-keyboard-response","340","268091","0.0-13.0-2.17","feedback","","","","","","","",""
"null","<img style='width:200px; height:200px; margin-left: 95px; margin-right: 95px;' src='stim/fixation.png'>","null","html-keyboard-response","341","269105","0.0-13.0-0.18","fixation","","","","","","","",""
"293.1000000000349","<img src='stim/a/Field9.bmp'><img style='width:200px; height:200px; margin-bottom: 0px;' src='stim/fixation.png'><img src='stim/a/Field12.bmp'>","49","html-keyboard-response","342","269402","0.0-13.0-1.18","training","ef","0.9","valid","20","e","avoid:lose","49","1"
"null","<img style='border: 5px solid #808080;' src='stim/a/Field9.bmp'><img style='width:100px; height:100px; padding-right: 75px; padding-left: 75px; margin-bottom: 50px;' src='stim/keep_money.png'><img style='border: 5px solid #ffffff;  padding-left:15px;' src='stim/a/Field12.bmp'>","null","html-keyboard-response","343","270420","0.0-13.0-2.18","feedback","","","","","","","",""
"null","<img style='width:200px; height:200px; margin-left: 95px; margin-right: 95px;' src='stim/fixation.png'>","null","html-keyboard-response","344","271425","0.0-13.0-0.19","fixation","","","","","","","",""
